swnval,pos,neg,neut,yval
1.1875,1,1,4,0
1.625,0,0,5,0
1.54166666667,5,1,8,0
1.125,1,0,2,0
0.895833333333,3,4,8,0
0.916666666667,2,1,13,0
1.125,2,2,13,0
0.875,1,1,9,0
1.25,3,0,8,0
1.0625,4,1,15,0
1.5,1,0,5,0
1,0,0,3,0
0.375,0,1,7,0
1.375,2,0,19,0
1.5625,1,0,4,0
1.3125,2,0,4,0
1.4375,1,0,9,0
1,2,1,4,0
0.9375,1,1,6,0
1.125,2,1,9,0
0.875,0,0,6,0
1.125,1,0,3,0
0.958333333333,4,1,8,0
1,1,0,2,0
0.75,0,1,5,0
1.125,1,0,6,0
1.3125,2,0,5,0
1.125,3,0,11,0
1,0,0,7,0
0.375,0,1,3,0
1,1,0,3,0
1.03125,3,1,9,0
1.125,4,1,12,0
1.125,4,0,13,0
1.25,1,0,3,0
0.8125,1,2,12,0
0.75,0,1,2,0
1.625,1,0,3,0
1.25,3,0,6,0
0.958333333333,3,1,0,0
1.4375,3,0,7,0
1.25,1,0,3,0
0.675,0,4,6,0
0.666666666667,1,2,3,0
1,1,0,6,0
1.0625,2,1,16,0
1,0,0,3,0
1.03125,1,2,3,0
0.875,0,1,3,0
1,0,0,5,0
1.25,1,0,10,0
1.125,1,0,5,0
1.33333333333,2,0,2,0
1.5,1,1,13,0
0.875,0,0,8,0
1,2,0,5,0
1.375,1,0,7,0
0.888,0,1,3,0
1.16666666667,3,1,12,0
1.625,1,0,5,0
1,0,0,2,0
0.75,0,1,8,0
1.6875,2,0,10,0
1.375,0,0,12,0
1.5,1,0,7,0
1.09375,2,2,18,0
1,0,0,10,0
1.3125,2,0,2,0
1.46875,3,1,7,0
0.75,0,1,1,0
1.125,2,2,8,0
1,0,0,1,0
1.5,2,0,14,0
0.875,3,2,10,0
1.125,2,0,3,0
1.625,1,0,2,0
1.0,0,1,6,0
1.125,1,0,7,0
0.625,1,2,2,0
1.04166666667,3,2,4,0
1.15625,4,1,4,0
0.833333333333,1,1,7,0
1,1,0,3,0
1.25,3,0,11,0
0.875,3,2,3,0
1,0,0,6,0
1,0,1,2,0
1.41666666667,4,0,10,0
1.125,1,0,3,0
0.78125,3,2,4,0
1.125,5,3,8,0
1.0625,2,0,16,0
1.0,2,0,14,0
0.333333333333,0,2,3,0
0.75,2,2,2,0
0.208333333333,1,3,14,0
0.75,1,2,3,0
1.125,1,1,7,0
1,0,0,6,0
1.0,1,1,3,0
0.875,0,1,8,0
1,0,0,5,0
1.375,1,0,8,0
1.0625,1,2,2,0
1.25,1,1,2,0
1.29166666667,5,1,12,0
0.875,1,2,2,0
1.08333333333,2,1,8,0
1,0,1,1,0
1.1875,2,0,2,0
0.78125,4,3,12,0
1,0,0,1,0
1.125,1,1,16,0
0.9375,1,1,8,0
1.0,2,1,5,0
1.125,1,0,18,0
1.20833333333,2,1,9,0
0.75,0,2,1,0
0.875,0,0,4,0
1.20833333333,3,2,8,0
1.125,1,0,10,0
1,0,0,1,0
1,1,0,6,0
1.1875,2,2,10,0
0.916666666667,2,3,8,0
0.75,1,1,3,0
0.75,0,0,8,0
1.0,2,1,0,0
1,0,0,5,0
0.958333333333,0,2,6,0
1.625,1,1,1,0
0.75,0,1,6,0
1.375,2,1,7,0
1.03125,3,3,6,0
1,0,0,5,0
1.125,2,1,5,0
1.125,2,0,1,0
1,0,0,4,0
1.4375,2,0,4,0
1.25,1,0,3,0
0.375,0,1,1,0
1.20833333333,2,1,6,0
0.875,1,2,14,0
1.25,2,1,7,0
1.125,2,0,3,0
1,0,0,2,0
1.25,1,0,3,0
0.875,1,3,4,0
1,0,0,3,0
1,0,1,3,0
1.375,2,0,8,0
0.75,0,1,4,0
1,0,0,1,0
1.0,2,0,2,0
1.075,3,4,8,0
1,0,1,4,0
1.25,1,1,1,0
0.875,0,1,3,0
0.5625,0,2,0,0
1.1,3,1,9,0
0.958333333333,2,0,7,0
1.3125,2,0,5,0
0.958333333333,0,2,9,0
1.0,1,1,17,0
0.375,1,1,9,0
1.125,1,0,9,0
1.4375,3,0,14,0
1.75,1,0,3,0
1.5,1,0,6,0
1.0,2,2,0,0
1.0,0,1,10,0
0.675,1,3,6,0
0.625,1,1,6,0
0.875,2,1,12,0
0.125,0,1,5,0
0.6875,0,1,5,0
1.08333333333,1,1,7,0
1.25,1,0,10,0
1,0,0,2,0
1,0,0,2,0
1,0,0,1,0
1,0,0,3,0
1.04166666667,4,2,4,0
1.0,1,1,4,0
1.1875,2,0,7,0
1.0625,2,2,6,0
0.375,2,0,4,0
1.625,1,0,9,0
1,0,0,1,0
1.1875,2,0,1,0
0.875,1,1,5,0
1.25,3,1,7,0
1.15625,3,1,5,0
1,0,0,10,0
1.1,3,3,11,0
1.375,1,0,3,0
1,0,0,1,0
1.125,2,1,2,0
1.125,0,0,5,0
0.125,0,1,2,0
0.5,0,2,6,0
1,0,0,6,0
1,0,0,2,0
1,0,0,4,0
1.125,2,0,12,0
0.75,0,2,8,0
0.90625,1,3,13,0
1.1875,1,1,8,0
1.3125,3,1,11,0
1,0,0,2,0
1.0,1,3,5,0
0.375,0,1,1,0
1,0,1,5,0
0.625,0,1,6,0
0.71875,4,2,8,0
0.8125,0,2,2,0
1.03125,2,1,11,0
1.25,2,0,6,0
0.8125,2,4,6,0
1.125,2,0,4,0
1.0625,1,1,5,0
0.875,0,1,15,0
1,0,0,2,0
1.0,2,1,2,0
1.10416666667,2,3,10,0
1,0,0,2,0
1.25,1,0,9,0
1.5,3,1,13,0
1.125,2,0,5,0
0.875,0,2,2,0
0.6875,0,1,5,0
1.25,1,0,16,0
1,0,0,3,0
1.1875,1,2,9,0
1,0,1,2,0
1,0,0,1,0
1.025,4,2,6,0
1.625,1,0,2,0
0.9375,1,1,2,0
1,1,0,4,0
1.1875,1,1,5,0
1.125,1,1,2,0
1.45833333333,4,1,8,0
1,0,1,3,0
0.75,0,1,5,0
1.03125,0,3,6,0
1.0,1,1,4,0
1,0,0,2,0
1,0,0,2,0
1.5,1,0,3,0
1,0,0,0,0
0.8125,0,3,4,0
1.16666666667,5,1,12,0
0.75,0,1,5,0
1,0,1,4,0
1.16666666667,2,1,5,0
0.875,0,2,7,0
1,0,0,7,0
1.1875,2,0,4,0
1,0,0,2,0
1.04166666667,1,2,14,0
1,0,0,5,0
1.0,2,0,9,0
0.9375,1,1,9,0
1,0,0,0,0
1,1,0,1,0
1,0,0,4,0
1.20833333333,2,1,13,0
0.928166666667,2,2,3,0
0.875,0,0,2,0
0.6875,0,0,17,0
0.75,0,1,0,0
0.95,3,2,15,0
1.0,2,2,4,0
1,0,0,1,0
1.3125,3,0,14,0
1,0,0,0,0
1.04166666667,3,2,11,0
1.1875,3,0,6,0
1.0,2,1,7,0
1.08333333333,2,2,4,0
0.9375,2,2,14,0
0.8125,1,2,12,0
1.625,1,0,6,0
1.0625,1,1,6,0
1,1,0,10,0
0.3125,1,1,8,0
1.25,4,1,9,0
1.125,1,1,15,0
0.875,0,2,7,0
1.0,1,1,4,0
1.25,4,1,7,0
0.867,3,2,2,0
1,0,0,5,0
1.1875,2,0,16,0
1.125,2,0,4,0
0.875,0,2,2,0
1.07142857143,7,1,6,0
1.5,1,0,0,0
1.125,0,0,5,0
0.833333333333,2,1,6,0
0.625,2,2,3,0
1.375,1,0,3,0
1.0,2,1,11,0
1,0,0,5,0
0.791666666667,1,1,7,0
1.16666666667,3,0,9,0
0.666666666667,0,3,2,0
0.916666666667,1,0,11,0
1.5,2,0,6,0
1.1875,1,0,6,0
1,0,0,1,0
1.1875,3,0,17,0
1,0,0,3,0
1.625,1,0,8,0
1.375,3,0,8,0
1,0,0,9,0
1.29166666667,3,1,3,0
1,0,0,8,0
0.375,0,1,2,0
1,0,0,1,0
0.9375,2,1,6,0
1.16666666667,4,0,10,0
0.916666666667,1,2,4,0
0.9375,1,1,7,0
0.90625,3,3,10,0
1.15625,3,0,0,0
0.9375,1,2,16,0
1.625,1,1,7,0
0.96875,2,2,7,0
1.125,0,0,2,0
1.125,2,0,0,0
0.75,0,1,4,0
0.9375,2,1,6,0
1.125,1,0,5,0
1.625,3,0,13,0
1.25,3,0,5,0
0.8125,2,3,8,0
0.75,1,2,13,0
0.3125,2,2,12,0
1.05,3,2,13,0
1,0,0,3,0
1.08333333333,2,1,8,0
1,0,0,2,0
1.125,1,2,10,0
1,0,1,0,0
0.375,0,1,6,0
1,0,0,1,0
1.625,1,0,10,0
1.125,4,2,3,0
1,0,0,5,0
1.4375,3,0,5,0
1,0,0,6,0
1.03125,2,1,9,0
0.25,0,1,8,0
0.375,0,1,2,0
1,0,0,2,0
1,1,0,5,0
1,0,0,5,0
1.14285714286,4,2,11,0
0.982142857143,1,4,7,0
0.75,2,1,7,0
1.125,1,2,1,0
1.25,1,1,7,0
0.916666666667,2,2,10,0
0.5,0,2,9,0
1,0,0,0,0
1,0,0,1,0
1.125,1,1,14,0
1,0,0,5,0
0.90625,1,1,9,0
1.125,1,0,9,0
1.125,1,0,1,0
1.45,6,0,4,0
1.04166666667,2,1,9,0
0.916666666667,1,2,8,0
1.25,1,1,6,0
1,0,0,8,0
1.17857142857,4,0,2,0
1,0,0,4,0
1.25,1,0,4,0
1.875,2,2,8,0
0.375,0,1,2,0
1.1875,2,1,10,0
1.5,2,0,5,0
1.375,2,0,6,0
1.125,2,0,4,0
1.0,0,1,11,0
1.375,1,0,0,0
0.958333333333,2,2,11,0
1.125,2,0,5,0
1.0,1,2,5,0
1.14583333333,4,3,13,0
1.04166666667,2,1,12,0
0.583333333333,4,2,8,0
1.125,1,0,3,0
0.875,0,1,3,0
1,1,0,1,0
1,0,0,5,0
1.625,3,0,4,0
1.29166666667,3,1,3,0
0.916666666667,0,2,9,0
0.8125,2,1,7,0
0.875,2,3,6,0
1.375,2,1,5,0
1.125,1,0,6,0
0.84375,1,3,8,0
1.5,1,0,2,0
0.75,0,1,2,0
1.625,1,0,3,0
0.5625,1,2,1,0
1.125,2,1,5,0
0.875,2,1,12,0
1,0,0,0,0
1,0,0,2,0
1.25,1,0,4,0
0.875,2,3,9,0
1,0,0,6,0
1.125,1,1,4,0
1.04166666667,3,1,2,0
1.25,1,1,4,0
1.125,3,1,12,0
0.9375,2,1,8,0
1.02777777778,5,2,4,0
1,0,0,4,0
1.375,0,1,3,0
0.75,0,1,3,0
1.15625,5,1,11,0
0.916666666667,1,2,1,0
1.75,1,0,6,0
1,0,0,3,0
1.25,1,0,0,0
0.625,1,5,6,0
1.5,2,0,5,0
1.0,1,2,4,0
1.04166666667,2,0,7,0
1.125,0,2,5,0
1.1875,3,0,7,0
1.0,1,2,5,0
1.25,1,2,4,0
1.33333333333,2,0,9,0
0.5625,0,3,10,0
0.375,0,1,3,0
1.625,1,0,8,0
1.125,3,0,2,0
0.9375,2,2,8,0
1,0,1,2,0
0.75,0,1,5,0
1.03125,2,2,10,0
0.666666666667,1,2,7,0
1,0,0,2,0
1,0,0,3,0
1.29166666667,3,0,16,0
1.5625,2,0,13,0
1.34375,4,1,10,0
0.875,1,0,4,0
0.5625,0,2,4,0
1,0,0,9,0
1.225,4,0,3,0
1.625,2,0,13,0
1.04166666667,2,2,6,0
1.04166666667,2,1,7,0
1,0,0,2,0
1,0,0,3,0
1.125,0,0,3,0
1,0,0,11,0
1.25,2,0,8,0
1.3125,1,0,4,0
0.75,0,1,3,0
1.125,1,0,7,0
1,0,0,6,0
1.25,3,0,7,0
0.875,2,0,4,0
1,1,0,6,0
1,0,0,0,0
0.75,0,1,5,0
0.75,0,1,8,0
1,1,0,2,0
0.375,0,1,3,0
1.125,2,0,2,0
0.875,2,2,7,0
1,0,0,3,0
1,0,0,6,0
0.9375,0,1,6,0
1.41666666667,3,0,2,0
0.875,0,2,4,0
1.25,2,1,4,0
0.90625,3,2,5,0
1.0,1,0,4,0
0.75,1,1,8,0
1.15625,2,1,2,0
1.25,1,1,9,0
1.125,2,0,7,0
1.025,4,2,5,0
1,0,0,12,0
1.1875,1,0,4,0
0.75,0,1,4,0
1,1,0,5,0
1.125,1,0,10,0
0.875,0,0,10,0
1,0,0,3,0
1.3125,1,1,3,0
1.4,2,1,6,0
1.0,4,0,4,0
1,0,0,0,0
0.875,1,1,5,0
0.75,0,1,3,0
1.5,1,1,2,0
1,0,1,3,0
0.96875,2,2,15,0
0.9375,2,1,4,0
1.1875,2,1,10,0
1,2,2,7,0
1,0,0,2,0
0.728,0,2,13,0
0.6875,1,5,13,0
1.5,2,0,3,0
0.375,0,1,1,0
1,0,0,1,0
1.125,2,0,1,0
1.17857142857,4,0,2,0
1.25,2,0,8,0
1,0,1,1,0
0.583333333333,0,1,7,0
1.625,1,0,4,0
1.09375,2,1,5,0
1,0,0,2,0
0.5625,1,1,5,0
1,0,0,1,0
1,0,0,2,0
1.125,1,0,3,0
1.0,1,1,6,0
1,0,0,1,0
1.1,4,4,9,0
0.75,0,1,3,0
1,0,0,6,0
0.625,0,2,4,0
1.25,0,0,1,0
1.03125,3,0,12,0
1,0,0,7,0
1.875,0,2,5,0
1,0,1,4,0
0.75,0,2,1,0
1.16666666667,2,2,11,0
0.375,1,1,1,0
1.625,2,0,13,0
0.791666666667,1,1,4,0
1.125,1,0,2,0
0.5625,1,2,9,0
1.09375,0,1,4,0
0.875,0,2,9,0
1,1,1,12,0
1.21875,2,2,12,0
1.0,4,2,8,0
1.0,4,1,4,0
1.04166666667,0,1,4,0
0.375,1,1,11,0
1.3125,1,0,1,0
0.2845,0,3,2,0
0.75,0,2,6,0
1.0,1,1,10,0
1.0,5,2,14,0
0.75,0,1,2,0
0.875,1,1,3,0
1.125,3,1,4,0
0.5,0,1,8,0
0.375,0,1,8,0
1,1,0,3,0
0.75,1,2,10,0
0.75,0,1,2,0
1,1,1,3,0
1.125,1,0,1,0
0.875,0,2,2,0
1.08333333333,2,0,4,0
0.75,0,1,3,0
1,1,0,1,0
0.8125,1,1,9,0
1,0,0,4,0
1.6875,1,1,10,0
1.25,1,0,2,0
1.04166666667,0,1,11,0
0.96875,2,1,9,0
1.125,1,0,6,0
1.1875,1,1,5,0
0.958333333333,2,2,3,0
1.1875,2,0,2,0
1.08333333333,1,2,13,0
1.5,1,0,8,0
0.375,0,1,6,0
0.875,0,1,2,0
0.84375,2,2,8,0
1.125,1,0,7,0
1.375,3,1,10,0
0.75,1,1,3,0
1.125,1,0,6,0
1.125,1,0,7,0
1.375,1,0,5,0
1.125,3,1,7,0
1.33333333333,3,1,10,0
0.5625,0,2,10,0
1.0,2,1,9,0
1.0,1,1,18,0
1,1,1,3,0
1.25,4,1,15,0
0.9375,1,1,9,0
1,0,0,0,0
0.75,0,1,1,0
0.75,0,1,1,0
0.875,0,1,3,0
1,3,0,10,0
1.25,1,1,8,0
1.05,3,1,8,0
1.29166666667,3,0,13,0
1.16666666667,2,1,9,0
1,0,0,4,0
1,0,0,1,0
0.625,0,1,5,0
0.95,2,2,3,0
1.125,1,1,11,0
0.975,2,2,5,0
0.75,0,1,3,0
1.375,1,0,9,0
1.41666666667,3,0,14,0
1.16666666667,1,1,3,0
0.75,0,0,4,0
1.1875,1,1,14,0
1,0,0,6,0
0.791666666667,2,0,15,0
1,0,0,4,0
0.416666666667,1,3,15,0
1.25,2,0,14,0
1,0,0,2,0
1,0,0,2,0
1.1875,1,2,4,0
1.3125,3,0,6,0
1,1,0,3,0
0.96875,1,4,10,0
1.125,2,0,5,0
1.0,6,2,11,0
1.1875,2,0,1,0
1,1,1,9,0
0.75,0,2,2,0
1.5,0,0,3,0
0.625,0,0,7,0
0.375,0,1,1,0
1.1875,4,1,10,0
1.25,1,0,1,0
0.5,0,1,10,0
0.75,1,2,14,0
0.8125,2,0,15,0
0.875,0,1,5,0
1.25,1,0,1,0
0.75,2,1,14,0
1,0,0,3,0
1.125,1,1,2,0
1.04166666667,2,1,11,0
1.08333333333,2,1,5,0
0.975,2,3,10,0
1,0,0,2,0
1.5,2,0,1,0
1.5,2,1,2,0
0.75,0,1,4,0
1.375,2,0,2,0
1.5,2,1,7,0
1,1,1,3,0
0.75,0,1,10,0
1,0,0,6,0
0.75,1,0,7,0
1.25,4,1,4,0
1.625,1,1,10,0
1,0,0,7,0
1.0625,3,0,20,0
1,0,0,4,0
0.791666666667,4,2,2,0
1,0,1,1,0
1.25,3,2,7,0
1,0,1,1,0
0.375,0,2,2,0
0.125,0,2,4,0
1.16666666667,3,1,7,0
1.375,1,0,10,0
0.6875,1,2,8,0
1.5,2,1,12,0
0.5,0,0,2,0
1,0,0,3,0
1.25,3,0,9,0
1.125,1,0,2,0
0.708333333333,1,3,8,0
0.375,0,2,1,0
1.375,3,0,11,0
1.625,1,0,7,0
1,1,0,8,0
1.4375,2,0,5,0
1.04166666667,2,1,10,0
1,0,0,1,0
0.8125,1,3,11,0
1,0,0,7,0
1,0,0,2,0
1.4375,2,0,5,0
0.9375,0,2,10,0
1.25,1,0,8,0
1.15625,4,1,8,0
1.03125,2,3,9,0
1,1,1,5,0
1.25,1,0,2,0
1.625,1,0,9,0
0.75,1,3,9,0
1.625,0,0,2,0
0.25,0,2,1,0
1.04166666667,2,0,8,0
0.75,0,1,9,0
1.41666666667,4,1,9,0
0.9375,3,0,3,0
1,0,0,5,0
0.958333333333,1,2,5,0
1.125,3,1,5,0
0.958333333333,2,2,3,0
1.125,1,0,2,0
0.9375,1,1,6,0
1.375,1,0,2,0
1.1875,2,0,11,0
1.5625,2,2,5,0
1,1,0,6,0
1.3125,1,1,5,0
1,0,0,3,0
1.625,3,1,8,0
1,1,0,3,0
0.5,1,2,7,0
0.75,1,1,9,0
1,0,0,6,0
0.75,0,1,12,0
1.5,1,0,5,0
0.375,1,1,6,0
1.5,1,0,6,0
1.4375,2,0,8,0
1.29166666667,4,0,6,0
0.8125,0,2,15,0
1.25,1,1,10,0
1.625,1,0,9,0
0.90625,3,3,10,0
1.21875,5,2,10,0
0.6875,0,2,7,0
1.05,3,2,11,0
1.125,1,1,4,0
1.4375,4,0,8,0
1,0,0,1,0
1.375,4,1,7,0
0.583333333333,2,3,9,0
1.125,1,1,2,0
0.875,0,0,4,0
1.1875,1,0,6,0
0.96875,2,3,6,0
0.975,3,2,18,0
1.04166666667,3,2,5,0
1,1,2,9,0
1.625,1,0,9,0
1.25,1,2,4,0
0.625,0,0,4,0
1.1875,2,0,3,0
1.04166666667,2,1,12,0
0.75,2,1,4,0
1.375,2,2,12,0
0.9375,1,1,2,0
1,0,0,1,0
0.375,0,1,4,0
0.875,1,1,2,0
0.875,0,1,2,0
0.875,1,1,4,0
1.5625,3,0,11,0
1.3125,3,0,7,0
1.575,4,1,9,0
1,1,0,10,0
0.708333333333,1,2,8,0
1.625,2,0,5,0
0.375,0,1,1,0
1.125,1,0,4,0
0.979166666667,4,3,8,0
1.625,1,0,2,0
1.0625,2,3,15,0
1.5,4,0,7,0
0.75,2,1,5,0
1,0,0,1,0
1.5,5,0,8,0
1.1875,2,0,4,0
0.8,2,3,10,0
1.3125,1,1,7,0
1,1,0,13,0
0.625,1,1,4,0
1.4375,3,0,7,0
1.25,0,0,3,0
1,0,0,7,0
0.9375,1,3,13,0
1.375,1,0,3,0
1,0,0,3,0
1.1875,1,1,2,0
1,0,0,2,0
1.025,2,3,10,0
1.625,2,0,13,0
0.75,1,3,7,0
1.375,1,0,7,0
0.666666666667,0,4,6,0
0.625,1,2,2,0
1.0,2,0,10,0
0.4375,2,2,13,0
1.125,3,1,5,0
1.375,1,0,0,0
1.015625,4,2,9,0
1.25,1,0,2,0
1.0,1,1,4,0
1.125,3,0,8,0
1,0,0,9,0
0.666666666667,0,2,8,0
1,1,0,11,0
1.5,2,0,11,0
1.125,2,0,12,0
1.20833333333,2,1,8,0
1.5,1,0,7,0
0.975,2,2,6,0
0.75,0,2,7,0
0.833333333333,1,2,15,0
1.25,1,0,1,0
1.5,0,0,15,0
1,0,0,13,0
1.3125,1,1,6,0
1.375,1,0,5,0
0.625,0,1,9,0
1,0,0,6,0
1,0,0,0,0
0.875,2,1,0,0
1.09375,3,1,10,0
1.625,2,0,13,0
1,0,0,0,0
1,1,0,2,0
1.20833333333,2,1,3,0
1.1875,3,1,8,0
1.0,2,2,9,0
1,0,0,2,0
1.375,1,0,7,0
0.5625,1,1,17,0
1.16666666667,3,1,8,0
1.1875,2,1,5,0
1.0,2,1,13,0
1.5,1,0,6,0
1.0,2,2,12,0
1.29166666667,2,0,4,0
0.75,0,1,2,0
0.875,0,1,2,0
1.625,1,0,2,0
0.375,0,1,8,0
1.125,2,1,7,0
1.25,2,0,2,0
1.5,4,0,12,0
1.375,1,0,3,0
1,0,0,5,0
1,0,0,6,0
0.9375,0,2,6,0
1.3125,3,1,18,0
1,0,0,3,0
1.33333333333,1,0,4,0
0.875,0,1,5,0
1.375,1,0,2,0
1.5,4,1,6,0
1.625,0,0,10,0
1.625,1,0,3,0
1.0625,0,1,12,0
0.9375,1,2,13,0
1.08333333333,4,1,3,0
1.0,2,0,10,0
1,1,0,5,0
1.625,2,0,13,0
1.5,2,0,5,0
0.8125,0,2,10,0
1.25,1,0,10,0
1.5,5,0,5,0
1.25,1,0,2,0
1.625,1,0,12,0
1,0,0,4,0
0.416666666667,0,1,0,0
0.625,0,1,8,0
0.25,0,0,0,0
1,0,0,3,0
1.375,2,0,6,0
0.375,0,1,1,0
0.3125,1,2,6,0
1.0,2,1,12,0
1,0,0,1,0
1.125,1,1,4,0
1,0,0,9,0
0.875,1,2,8,0
1.125,1,0,3,0
1.2,4,0,10,0
1.33333333333,3,0,10,0
1.29166666667,4,0,11,0
0.5,0,1,1,0
1.125,1,0,13,0
1,0,1,1,0
1.225,3,1,6,0
1,0,0,3,0
1.125,3,0,9,0
1.625,1,0,5,0
1.375,2,1,13,0
1.03125,3,4,13,0
0.708333333333,3,1,16,0
1.34375,6,0,10,0
0.8125,3,2,13,0
1,0,0,2,0
0.75,0,1,11,0
0.9375,2,2,4,0
1.0,1,2,9,0
1.1,2,3,16,0
1,0,0,10,0
1,0,0,4,0
1,1,0,4,0
1.25,1,1,0,0
1,0,0,5,0
1.125,1,0,15,0
1,0,0,0,0
0.875,1,1,7,0
1.625,2,0,14,0
1.125,0,0,1,0
1.125,2,0,8,0
1,0,1,2,0
0.9375,2,1,1,0
0.875,1,0,2,0
1.125,2,1,3,0
0.875,2,2,12,0
1.08333333333,5,0,7,0
1,0,0,5,0
0.875,1,1,15,0
1.375,2,0,4,0
0.9375,2,2,2,0
1.25,1,0,4,0
1,0,0,5,0
1.125,1,1,7,0
1,0,0,3,0
1.5,3,0,7,0
1.3125,3,0,9,0
1.625,1,0,8,0
1,0,0,15,0
0.625,0,1,5,0
1.28125,3,1,0,0
0.85,2,3,4,0
1.625,1,0,4,0
0.791666666667,1,2,8,0
0.3125,0,2,4,0
0.583333333333,1,3,0,0
1,0,0,1,0
1.04166666667,3,0,4,0
1,0,1,5,0
1.05,4,3,10,0
0.25,0,1,3,0
0.75,2,1,6,0
1.625,1,0,1,0
1,0,0,0,0
0.8125,1,1,4,0
1.125,2,0,16,0
1.25,1,1,2,0
1.16666666667,3,1,7,0
1.2,3,2,10,0
0.375,1,1,14,0
1,0,0,4,0
1.125,1,0,2,0
1,0,0,6,0
0.375,0,2,5,0
1.25,1,0,2,0
1.0,2,1,7,0
0.875,0,1,3,0
0.375,0,1,3,0
1,1,0,1,0
1.125,1,1,2,0
1.125,4,3,8,0
1.175,3,0,7,0
0.75,0,1,8,0
0.5,0,1,5,0
0.375,0,1,1,0
0.5,1,2,5,0
1,0,0,0,0
1.125,3,1,11,0
0.9375,2,2,13,0
1.5,1,1,5,0
1,0,0,10,0
0.875,1,1,4,0
1.5625,2,0,17,0
1.125,0,1,4,0
1.125,1,0,6,0
1.5,1,1,10,0
1,1,0,1,0
0.875,2,1,4,0
0.875,4,1,8,0
1.25,3,1,13,0
0.8125,1,1,0,0
0.75,1,2,12,0
1.1875,1,0,4,0
0.916666666667,7,1,8,0
1,1,0,6,0
1.5,1,0,6,0
1,0,0,2,0
1.125,1,0,14,0
0.3125,0,2,9,0
1.875,1,0,11,0
1,0,0,4,0
0.8125,2,1,10,0
1,0,0,9,0
1.04166666667,1,1,3,0
1,0,0,5,0
1.25,2,0,3,0
0.96875,2,1,0,0
0.9375,1,2,13,0
1.25,1,0,6,0
1.0,1,0,3,0
1,0,0,1,0
1.125,1,0,3,0
1.0,1,3,1,0
0.75,0,1,0,0
0.96875,2,3,11,0
1.04166666667,3,1,12,0
1.5,1,0,6,0
1.125,0,0,4,0
0.821428571429,1,4,10,0
0.75,0,1,2,0
1,0,0,10,0
0.8125,1,1,6,0
0.95,4,2,9,0
0.875,0,0,2,0
0.791666666667,1,1,5,0
1.1875,1,1,2,0
1.25,1,0,2,0
0.625,1,4,3,0
0.75,0,2,10,0
1.5,0,0,5,0
1.125,2,0,7,0
1.0,2,1,9,0
1.3125,2,1,8,0
0.5625,0,2,7,0
1.0,2,1,12,0
1.375,1,2,10,0
1,1,0,5,0
1.375,2,0,1,0
0.375,0,1,1,0
1,0,0,4,0
1.125,3,0,5,0
0.96875,3,1,11,0
1.0,0,2,4,0
1.625,2,0,5,0
1.125,1,0,0,0
1.25,3,0,6,0
0.895833333333,4,3,16,0
1.375,1,0,3,0
1,0,1,3,0
1.1875,1,0,3,0
0.75,0,2,4,0
0.71875,0,5,8,0
1.4375,2,0,2,0
1,1,1,3,0
0.75,0,1,1,0
0.84375,4,3,8,0
1.625,3,0,3,0
1.125,2,1,8,0
1,0,0,7,0
1.5,1,0,1,0
1,0,2,1,0
1.625,0,0,2,0
1.125,3,1,10,0
1,0,0,2,0
1,0,0,6,0
1.625,2,0,4,0
1,1,1,4,0
0.8125,1,0,10,0
0.75,1,2,5,0
1,0,0,11,0
1,0,0,2,0
1.25,2,0,4,0
0.875,1,0,6,0
1,0,0,2,0
1.125,1,0,4,0
0.8125,1,2,2,0
1.125,2,0,3,0
0.75,1,0,2,0
1.15,4,1,4,0
1,0,0,2,0
0.875,0,1,5,0
1.125,1,0,4,0
0.375,1,1,10,0
1.125,1,0,3,0
0.9375,2,2,11,0
0.875,1,2,12,0
1,0,0,11,0
1.125,1,0,6,0
1.375,2,0,4,0
1.3125,2,0,5,0
0.875,1,2,2,0
1.5,1,1,4,0
1,0,0,2,0
1.375,3,2,13,0
1.375,2,0,14,0
0.975,3,1,13,0
1.125,3,1,8,0
1.125,1,0,1,0
1,0,0,3,0
1.5,3,1,13,0
1,0,1,3,0
0.375,1,0,5,0
0.45475,1,3,6,0
1.5,2,0,6,0
0.875,3,2,11,0
1,0,1,11,0
1.4375,2,0,7,0
0.8125,1,2,2,0
0.958333333333,1,1,7,0
0.375,0,0,2,0
0.8125,2,2,2,0
1.09375,1,1,4,0
1,2,0,3,0
1,0,0,2,0
1,0,1,7,0
1,0,0,5,0
1.5,2,0,7,0
0.875,1,1,1,0
1.0,1,1,6,0
1.5,1,0,4,0
1,0,1,0,0
1,0,0,9,0
1.08333333333,1,1,4,0
0.9375,2,2,10,0
1,0,1,5,0
1.25,2,0,5,0
1,0,0,3,0
0.9375,1,1,6,0
0.75,1,3,5,0
1.125,2,0,10,0
1,0,1,3,0
1.16666666667,3,1,1,0
1.375,2,0,5,0
1.25,4,1,5,0
0.833333333333,1,2,4,0
1,0,0,5,0
0.9375,1,1,3,0
1.375,0,0,10,0
0.9375,2,1,9,0
1,0,0,5,0
0.875,3,1,6,0
1.29166666667,3,0,4,0
0.75,0,1,10,0
0.1875,1,2,7,0
1.75,1,1,2,0
1,0,0,5,0
1.5,2,0,6,0
1.08333333333,4,1,7,0
1.08333333333,4,3,12,0
1.25,1,0,1,0
0.75,3,1,6,0
1.25,3,0,8,0
1,0,0,0,0
1,1,0,1,0
1.4375,1,1,12,0
1.25,1,1,3,0
