swnval,pos,neg,neut,yval
1.875,1,0,12,2
1.0,2,3,8,2
1.4375,3,0,6,2
1.375,2,0,10,2
1.125,3,0,9,2
0.958333333333,2,2,16,2
1.41666666667,3,0,9,2
1.375,2,1,4,2
0.875,1,1,5,2
1.19642857143,5,2,17,2
1,0,1,5,2
0.75,0,1,6,2
1,0,0,2,2
0.895833333333,2,4,7,2
1.125,1,1,9,2
0.875,1,1,2,2
1.0,2,2,8,2
1.20833333333,3,1,3,2
1.0,1,1,3,2
1.0625,2,2,7,2
0.916666666667,3,3,17,2
1.04166666667,2,1,6,2
1.0,2,2,6,2
1.375,2,0,2,2
1.10416666667,3,2,19,2
1.375,3,2,19,2
1,0,0,3,2
1.0,1,1,9,2
1.125,4,2,8,2
1.3,3,1,16,2
1.09375,4,2,7,2
0.958333333333,3,4,11,2
0.75,1,1,12,2
1.5,1,0,10,2
1.125,1,0,6,2
0.6875,4,6,13,2
1.04166666667,5,5,22,2
0.9,2,6,18,2
0.95,4,2,7,2
0.75,1,2,6,2
1.375,3,0,1,2
1.04166666667,4,2,7,2
1.25,4,1,10,2
1.0,2,2,7,2
1.28125,4,1,1,2
0.90625,3,2,19,2
1.0,3,1,6,2
1.1,3,2,6,2
1,1,1,9,2
1.0,3,1,22,2
1.25,2,0,10,2
1.0,4,2,7,2
1.09375,3,2,13,2
1.5,2,0,6,2
1.0625,1,1,5,2
1.05,2,3,8,2
0.728,0,1,1,2
0.625,2,1,17,2
1.18055555556,8,3,16,2
1.125,2,1,7,2
0.875,0,1,6,2
1.625,2,1,13,2
0.9375,3,1,8,2
1.16666666667,2,2,8,2
1.625,4,0,7,2
1.0625,1,1,5,2
0.75,1,3,19,2
1.28125,3,1,9,2
1.0,3,1,16,2
1.3125,2,0,8,2
1.09375,3,1,8,2
1.18055555556,6,3,9,2
0.9375,1,1,3,2
0.916666666667,2,3,10,2
0.78125,1,3,14,2
0.791666666667,1,3,8,2
1.4375,4,0,6,2
1.4,4,1,11,2
1.21875,2,2,10,2
0.9375,2,2,14,2
1.16666666667,3,1,14,2
1.21875,5,1,7,2
1.45833333333,2,2,17,2
1.046875,3,4,11,2
1.625,2,0,9,2
1.29166666667,3,0,10,2
1.1875,5,4,13,2
1.5,2,0,13,2
0.85,2,4,19,2
1.5,2,1,9,2
1.09375,4,1,14,2
1.25,5,1,8,2
0.9375,1,1,14,2
1.25,3,3,10,2
1.25,2,1,9,2
1.225,5,1,10,2
1.125,5,1,6,2
1.5,5,2,17,2
0.9082,4,3,10,2
1.33333333333,2,1,13,2
1.5,2,0,9,2
1.375,5,0,12,2
1.109375,7,4,13,2
0.958333333333,2,2,15,2
1.5625,2,0,3,2
1.125,3,1,11,2
1.19642857143,6,2,12,2
1.33333333333,2,1,13,2
0.875,3,1,14,2
1.125,3,0,10,2
1.0,3,2,12,2
1.1,3,2,17,2
1.3125,3,0,8,2
1.1875,4,1,12,2
1.41666666667,3,2,13,2
1.25,7,0,9,2
1.275,4,3,17,2
0.9375,1,1,7,2
1.4375,3,0,7,2
1.5625,2,0,3,2
1.23214285714,6,2,10,2
1.09375,3,1,8,2
0.90625,1,3,11,2
1,0,0,13,2
1.175,5,1,5,2
1.08333333333,2,1,5,2
1.17857142857,5,2,12,2
1.25,1,1,12,2
1.08333333333,3,3,11,2
1.25,5,1,11,2
1.125,1,0,6,2
1.1875,3,0,11,2
1.5,2,0,4,2
1,0,0,3,2
1.5,1,0,4,2
1.875,2,0,12,2
0.625,2,1,3,2
1,0,0,6,2
0.854166666667,3,4,17,2
1.16666666667,2,1,1,2
0.583333333333,0,3,9,2
1.05357142857,6,1,8,2
1.3125,2,6,5,2
1,0,0,9,2
1.34375,3,1,17,2
1.2,4,2,11,2
1.125,2,0,12,2
1.03125,1,3,10,2
1.3125,9,1,11,2
0.9375,4,2,18,2
1.10416666667,5,2,14,2
1.4375,2,0,6,2
0.875,1,2,7,2
0.84375,2,2,13,2
1.58333333333,3,0,11,2
1.375,2,0,9,2
1.19642857143,5,2,10,2
1.0625,2,1,12,2
1.41666666667,3,0,6,2
1.625,1,0,6,2
1.125,2,0,4,2
0.875,4,4,18,2
0.675,1,7,10,2
0.75,2,2,7,2
1.33333333333,4,0,20,2
0.775,5,4,18,2
0.875,2,2,4,2
1.54166666667,4,0,17,2
1,0,0,10,2
1.25,1,0,10,2
0.875,2,1,9,2
1,0,0,3,2
1.375,1,3,13,2
1.5,3,0,10,2
1.25,3,2,9,2
1.54166666667,3,0,5,2
1.03125,3,1,10,2
1.375,3,0,2,2
1,0,0,5,2
1.04166666667,2,2,17,2
0.975,2,3,20,2
1.22222222222,7,1,13,2
0.875,3,4,6,2
0.958333333333,1,2,1,2
1.40625,4,0,8,2
1.0625,1,2,6,2
1.20833333333,3,0,17,2
1.125,1,0,4,2
0.625,2,2,6,2
1.125,7,3,21,2
1.41666666667,4,0,11,2
1.21875,3,1,16,2
1.09375,2,2,15,2
0.833333333333,1,3,4,2
0.916666666667,3,0,13,2
1.625,1,1,9,2
1.125,1,1,3,2
0.75,2,1,1,2
1.15625,4,1,4,2
1.625,1,0,3,2
1.41666666667,8,0,10,2
1.0,1,2,8,2
1.125,2,0,4,2
1.0,3,2,19,2
0.708333333333,2,2,13,2
0.96875,3,2,3,2
0.875,1,1,7,2
1.075,3,3,17,2
0.9375,2,2,6,2
0.916666666667,2,3,9,2
1.1,3,3,14,2
1.08333333333,4,1,8,2
1.125,3,0,12,2
1.125,3,3,9,2
1.0625,1,1,2,2
1.33333333333,6,2,19,2
1,1,0,3,2
1,1,0,16,2
1.5625,4,1,15,2
1.25,1,0,15,2
1.3125,2,0,0,2
0.96875,2,3,15,2
1.5,1,0,6,2
1.0,1,1,11,2
1.08333333333,5,1,14,2
1.4375,2,0,8,2
1.0625,1,2,3,2
0.75,0,2,9,2
1.08333333333,2,2,3,2
1.25,4,2,13,2
1.25,3,3,15,2
1.25,1,0,2,2
1.125,2,1,1,2
1.05357142857,3,5,14,2
0.25,2,2,5,2
1.17857142857,7,1,17,2
1.75,2,0,4,2
0.833333333333,1,3,11,2
0.714285714286,2,6,10,2
0.875,0,1,14,2
1.5625,2,0,8,2
1,0,0,12,2
0.916666666667,1,1,9,2
0.8125,2,1,11,2
1.15625,4,1,5,2
0.854166666667,3,5,15,2
1.125,4,1,4,2
1.25,4,0,9,2
1.5,2,0,14,2
1.5,2,1,5,2
1.21875,3,1,13,2
0.875,0,1,11,2
0.75,3,2,12,2
1.6875,3,0,3,2
0.910714285714,3,4,13,2
1.08333333333,5,3,16,2
1.05,4,1,15,2
0.982142857143,5,4,6,2
1.05,5,1,18,2
1.0,1,1,10,2
1.25,2,0,5,2
1.15,4,2,6,2
1.1765,2,1,10,2
1.375,2,0,4,2
1.025,3,4,6,2
1.5,1,0,4,2
1.0,2,1,3,2
1.08333333333,2,1,13,2
0.9375,1,1,6,2
1.08333333333,4,2,12,2
1.4375,2,1,5,2
1.05555555556,6,3,10,2
0.890625,4,5,9,2
1.20833333333,3,1,3,2
1.625,1,0,2,2
1.075,4,1,3,2
1.21875,3,1,4,2
1.5,0,0,6,2
1.20833333333,3,0,9,2
1.16666666667,2,1,8,2
1.225,5,0,10,2
1.04166666667,2,2,1,2
1,0,0,9,2
1.125,3,1,6,2
1.5,1,0,5,2
1.125,5,1,7,2
0.625,0,1,9,2
1.23214285714,8,0,12,2
1.125,1,0,7,2
1.25,2,0,7,2
0.8125,0,2,1,0
1.33333333333,3,0,6,0
0.78125,1,4,9,0
1.125,1,0,9,0
0.8125,2,4,5,0
0.958333333333,5,1,9,0
1.3125,3,1,17,0
1.25,1,1,4,0
0.4375,0,2,6,0
0.75,1,2,15,0
1.0625,2,2,2,0
1.33333333333,3,0,15,0
1.125,1,1,2,0
0.875,1,4,18,0
0.375,0,1,25,0
0.791666666667,1,3,11,0
1,0,1,14,0
1.33333333333,2,1,14,0
1.3125,1,0,12,0
1.875,1,0,7,0
1.265625,9,1,13,0
1.375,3,1,8,0
1.225,5,1,16,0
0.833333333333,2,1,19,0
1.04166666667,4,3,10,0
0.5,1,1,7,0
1.25,3,2,13,0
0.828125,3,5,3,0
1.05357142857,4,3,16,0
0.791666666667,1,4,7,0
0.9375,1,1,16,0
1,1,0,3,0
1.16666666667,4,0,17,0
0.9,3,3,11,0
0.583333333333,0,3,5,0
1.125,1,0,5,0
1.33333333333,2,1,5,0
0.648,1,2,10,0
0.803571428571,3,5,7,0
1.375,2,0,10,0
0.875,1,1,12,0
0.625,1,3,5,0
1.15625,5,1,6,0
1.25,3,0,10,0
0.9,3,4,15,0
0.75,1,2,6,0
0.95,4,4,7,0
1,0,0,7,0
1.10416666667,4,2,6,0
1,1,1,0,0
1.0625,1,2,10,0
1.08333333333,2,2,5,0
0.75,1,3,4,0
1.08333333333,2,1,8,0
0.583333333333,1,2,3,0
1.25,3,1,2,0
1.1875,5,1,8,0
0.958333333333,1,2,5,0
1.0625,1,1,12,0
0.833333333333,1,2,8,0
1.5,2,0,7,0
0.979166666667,6,4,14,0
0.84375,2,2,22,0
1.04166666667,3,2,9,0
1.2,6,1,23,0
1.29166666667,3,0,8,0
0.625,1,2,8,0
1.1,3,1,16,0
0.791666666667,1,2,3,0
0.625,3,1,7,0
1.125,1,0,4,0
1.05555555556,8,2,10,0
0.875,2,2,10,0
1.125,1,0,11,0
0.375,0,1,2,0
0.75,1,2,18,0
1.0625,1,4,5,0
1.15625,4,1,10,0
1.16666666667,2,1,9,0
1.075,6,1,9,0
1.375,3,0,8,0
1.0,3,5,24,0
1.025,4,2,15,0
1.3125,4,3,12,0
0.541666666667,0,3,6,0
1.025,3,3,8,0
1.1875,4,3,17,0
1.0625,2,2,16,0
0.75,3,4,22,0
0.85,2,3,14,0
1.29166666667,4,0,9,0
1.58333333333,3,0,4,0
1.5,1,0,6,0
1.04166666667,2,1,6,0
1.375,1,1,10,0
1.125,2,0,7,0
0.875,3,5,12,0
1.25,5,1,6,0
1,0,0,6,0
1.375,1,0,5,0
0.85,2,3,10,0
0.8125,1,2,4,0
0.9375,1,2,8,0
0.964285714286,2,4,17,0
0.875,0,1,13,0
1.25,5,2,10,0
0.90625,1,2,13,0
1.5625,3,0,12,0
0.875,1,2,3,0
1.296875,6,2,15,0
1.33333333333,2,3,13,0
1,1,0,11,0
1.015625,4,7,19,0
1,0,0,4,0
1,0,0,4,0
1.375,1,0,10,0
1.5,5,1,15,0
1.34375,3,1,14,0
0.84375,2,4,8,0
0.8125,1,3,9,0
1.25,2,3,6,0
0.6875,0,1,12,0
0.892857142857,2,4,19,0
0.7,3,3,10,0
0.0,0,2,9,0
0.875,2,1,9,0
0.7,4,5,12,0
0.75,1,1,3,0
1,1,0,8,0
1,0,0,4,0
1.08333333333,2,1,22,0
0.833333333333,0,3,11,0
0.5625,0,2,7,0
0.75,1,3,5,0
1.125,2,1,13,0
1.0,4,2,10,0
1.125,1,2,9,0
1.234375,5,2,12,0
1.375,2,0,7,0
1.03125,3,1,7,0
1.04166666667,4,1,12,0
0.8125,2,4,14,0
0.8125,0,3,4,0
1.125,8,3,14,0
1.15,3,3,11,0
0.9,3,2,13,0
0.25,0,1,2,0
1.025,5,5,16,0
0.75,0,1,1,0
1.09375,3,2,11,0
0.625,0,2,2,0
1.125,4,1,6,0
0.708333333333,0,5,8,0
1,0,0,2,0
1.125,3,1,11,0
1.04166666667,2,1,10,0
0.6,1,4,19,0
1.125,3,1,9,0
0.65625,1,3,13,0
1.33333333333,2,1,10,0
1.0,2,1,13,0
1.21875,4,1,7,0
0.5625,0,2,3,0
0.708333333333,2,4,12,0
0.6875,2,3,7,0
1.1875,2,0,3,0
1,0,0,2,0
0.875,2,1,6,0
1,0,0,8,0
0.9375,1,1,16,0
1.125,2,1,5,0
1.0625,3,2,16,0
0.96875,2,2,8,0
1.125,1,0,6,0
1.04166666667,2,1,6,0
0.25,0,1,11,0
0.875,1,1,6,0
0.975,3,3,12,0
0.625,1,2,6,0
0.5,0,2,9,0
0.875,1,1,0,0
1.1875,2,0,17,0
1.33333333333,4,0,8,0
0.875,1,2,4,0
1.125,3,0,14,0
1.0,1,1,0,0
1.375,1,0,5,0
1.33333333333,3,0,8,0
0.90625,3,3,5,0
1.125,3,1,9,0
1.21875,4,2,12,0
1,0,0,1,0
0.925,3,4,11,0
0.78125,2,4,10,0
0.8125,1,2,11,0
0.791666666667,4,2,5,0
1.875,0,0,3,0
0.78125,2,3,9,0
1.0625,1,2,9,0
0.875,0,2,17,0
0.9375,4,2,10,0
0.8375,4,5,11,0
0.90625,2,2,8,0
0.8125,3,3,10,0
1.125,1,2,4,0
1.15625,4,0,3,0
0.7375,4,9,10,0
1.5,1,0,9,0
0.875,1,1,6,0
0.9375,1,1,6,0
0.625,1,1,2,0
1.25,4,1,9,0
1,1,0,15,0
1.2362,4,1,8,0
1.16666666667,5,0,15,0
1.03125,2,2,7,0
0.583333333333,1,3,8,0
1.125,7,6,17,0
1.175,5,0,8,0
1.0625,1,1,7,0
0.625,0,1,6,0
0.958333333333,3,1,14,0
0.964285714286,3,3,12,0
1.125,2,0,3,0
0.964285714286,2,4,21,0
1.1875,1,1,12,0
1.125,2,2,5,0
1.375,2,1,11,0
0.0,0,1,2,0
1,0,0,1,0
0.9375,2,1,3,0
1.0,3,2,16,0
1.5,1,0,6,0
0.6875,2,1,6,0
0.875,2,2,19,0
1.125,1,0,4,0
0.875,0,1,4,0
0.75,1,3,18,0
1.0,3,1,12,0
0.9375,2,4,15,0
1.125,1,0,11,0
1.125,3,1,16,0
1.125,2,0,9,0
0.875,0,1,7,0
0.5625,0,3,7,0
1.125,3,2,4,0
0.90625,3,3,5,0
1.39583333333,5,1,19,0
0.875,1,1,2,0
1.16666666667,4,3,13,0
0.9375,1,1,13,0
1.225,3,2,6,0
0.6875,1,1,2,0
1.075,3,2,3,0
0.975,4,2,8,0
1.0,2,2,11,0
1.3125,2,0,0,0
1.375,3,1,14,0
0.571428571429,2,6,7,0
0.75,3,2,8,0
1,0,0,4,0
1.25,3,2,9,0
0.375,0,1,18,0
1.20833333333,2,1,7,0
0.75,5,7,11,0
0.5625,1,2,10,0
0.9,2,3,13,0
1.25,3,1,14,0
0.95,2,3,11,0
1.1,4,1,3,0
1.2,5,1,9,0
1.0,1,1,0,0
0.90625,3,4,10,0
0.75,2,3,5,0
1.0625,1,1,1,0
0.875,1,3,14,0
0.7,0,5,16,0
0.75,3,2,5,0
0.625,0,1,4,0
0.916666666667,2,2,1,0
0.854166666667,2,4,9,0
1.01136363636,7,5,8,0
1.0625,1,2,5,0
0.916666666667,2,1,11,0
0.984375,7,5,13,0
1.33333333333,3,1,18,0
1.225,5,2,12,0
0.916666666667,6,3,13,0
1.25,2,1,16,0
0.125,1,3,3,0
0.75,1,3,9,0
0.375,0,2,4,0
1.03571428571,5,2,10,0
1.04166666667,3,1,13,0
1.1875,5,1,23,0
0.875,3,3,5,0
0.9625,7,3,18,0
1.45833333333,3,0,10,0
1.5,3,1,11,0
1.34375,4,1,21,0
1.25,2,1,15,0
0.9375,1,1,8,0
0.875,2,4,15,0
1.875,2,0,3,0
1.14583333333,5,1,12,0
1.08333333333,3,4,11,0
0.508625,3,6,15,0
0.95,5,2,12,0
0.8,1,5,15,0
1.14285714286,5,3,32,0
1.1875,4,0,17,0
0.75,2,4,9,0
1.375,2,0,12,0
1.625,4,0,11,0
1.03125,4,2,7,0
0.958333333333,4,3,14,0
0.732142857143,2,5,7,0
1.0,2,1,9,0
0.9375,3,3,7,0
1,0,1,10,0
0.875,2,1,18,0
1.25,3,1,5,0
1.22916666667,5,1,15,0
1.625,2,0,11,0
1.375,3,3,14,0
0.875,3,1,18,0
0.25,0,2,5,0
0.75,0,2,1,0
0.958333333333,1,2,8,0
0.6875,0,2,11,0
0.875,1,2,11,0
1.125,5,2,11,0
0.375,1,3,3,0
1.25,3,0,7,0
0.958333333333,2,2,10,0
1.0,1,1,8,0
0.833333333333,5,3,13,0
1.109375,6,2,15,0
1.1875,2,0,11,0
1.375,6,0,14,0
1.375,4,2,9,0
1.16666666667,3,1,9,0
1.0625,3,1,9,0
1.20833333333,3,1,8,0
0.75,0,4,11,0
0.958333333333,1,2,12,0
0.75,0,1,12,0
0.75,2,6,20,0
0.75,1,2,2,0
1,0,0,5,0
1.46875,6,0,10,0
0.958333333333,3,2,11,0
1.0,3,2,14,0
0.982142857143,4,4,8,0
1.5625,3,0,9,0
1,0,0,2,0
0.916666666667,3,2,14,0
1.0,0,2,13,0
1.125,2,2,12,0
1.5,3,0,10,0
1.04166666667,3,3,9,0
1.0625,1,0,23,0
1.01785714286,6,3,12,0
1.0625,1,2,1,0
1.20833333333,4,0,14,0
1.375,3,0,4,0
1,0,0,4,0
1.125,3,0,12,0
1.625,1,0,1,0
1.0625,2,2,15,0
1.3125,5,1,21,0
0.375,1,2,7,0
1,0,0,6,0
1.125,2,0,3,0
0.25,1,1,9,0
0.791666666667,2,4,17,0
1.0625,4,4,13,0
1.17857142857,5,3,9,0
1.09375,3,1,12,0
0.5,0,1,6,0
0.875,1,1,7,0
0.875,1,3,4,0
1.0,5,1,9,0
1.125,1,1,5,0
1.125,3,0,4,0
1.3125,1,2,11,0
0.5,0,1,10,0
1.28125,4,0,13,0
0.75,0,1,5,0
1,0,0,1,0
1.08333333333,2,1,4,0
1.25,1,1,6,0
0.8125,1,1,16,0
0.125,0,1,0,0
1.0625,1,1,6,0
1.29166666667,3,2,21,0
0.65625,2,2,5,0
0.75,1,3,9,0
1.3125,2,1,17,0
1.5,3,0,15,0
0.9375,2,3,12,0
0.96875,2,2,6,0
0.666666666667,1,3,9,0
1.125,3,3,8,0
1.125,4,2,8,0
0.946428571429,5,3,16,0
1.375,1,0,2,0
0.666666666667,1,2,5,0
0.875,2,4,12,0
1.03125,3,3,8,0
1.0625,4,2,28,0
1.04166666667,2,2,20,0
1.25,1,0,6,0
1.0625,1,1,17,0
1.09375,3,2,12,0
0.5625,1,2,3,0
1.125,1,1,5,0
0.375,0,2,6,0
0.833333333333,1,2,14,0
0.75,1,3,13,0
1.125,1,0,5,0
1.0,1,1,0,0
0.5,0,2,9,0
0.8125,0,2,8,0
0.916666666667,4,1,7,0
0.625,1,2,6,0
1.0625,5,1,15,0
1.0,2,2,13,0
0.958333333333,3,2,20,0
0.958333333333,2,1,8,0
1.25,1,0,6,0
1.05357142857,6,1,15,0
1.08333333333,3,2,19,0
0.625,0,1,1,0
1.25,1,0,3,0
0.9375,3,3,8,0
0.95,3,2,12,0
0.725,1,4,12,0
1.125,2,0,7,0
1.08333333333,4,2,7,0
1,0,0,1,0
0.95,1,3,7,0
1.025,1,2,11,0
1.125,2,0,6,0
0.916666666667,2,2,9,0
1.14583333333,5,2,6,0
1.0,1,2,6,0
1.125,1,0,2,0
0.9625,4,5,13,0
1.40625,4,1,7,0
0.4375,1,2,12,0
1.225,3,1,11,0
1.0,4,1,6,0
1,2,0,5,0
0.625,0,1,2,0
0.625,0,1,5,0
1.0625,1,2,13,0
1,0,0,8,0
0.9,3,3,7,0
1.0,1,2,9,0
1.02083333333,4,2,15,0
0.9,4,3,24,0
1,0,1,8,0
1.5,3,2,4,0
0.75,1,3,1,0
1.5,1,1,3,0
1.0625,3,3,19,0
0.833333333333,3,3,11,0
1.125,2,2,10,0
0.8125,0,2,6,0
1.0,1,1,1,0
0.375,1,1,13,0
1.33333333333,3,0,7,0
1.125,2,0,9,0
0.975,3,3,8,0
0.625,0,3,15,0
0.78125,1,2,13,0
0.958333333333,1,2,5,0
1,0,0,9,0
1.0625,2,1,7,0
1.0625,1,1,5,0
1,0,0,4,0
0.96875,2,3,2,0
1.025,4,2,9,0
1.1875,1,2,6,0
1.03125,2,2,3,0
1,0,0,2,0
0.958333333333,3,3,13,0
1,0,0,0,0
1.29166666667,3,0,14,0
0.5,0,4,11,0
1.125,1,0,4,0
0.25,1,2,10,0
0.875,4,4,11,0
0.979166666667,4,2,8,0
1.5,2,0,4,0
1.0,1,1,4,0
0.875,2,2,10,0
0.375,0,1,19,0
0.6875,1,1,2,0
0.791666666667,0,3,7,0
1.03125,2,3,10,0
0.875,2,1,11,0
1.0625,2,2,8,0
1.175,2,2,14,0
1.15075,3,1,10,0
0.75,2,3,13,0
0.895833333333,2,4,12,0
1,1,0,5,0
1.45833333333,4,1,16,0
1.0625,1,2,2,0
1.3125,2,1,10,0
1.375,2,1,8,0
0.65,4,5,20,0
0.9375,3,1,6,0
1.33333333333,3,0,13,0
0.5,0,0,11,0
1.125,2,0,2,0
0.9375,2,3,5,0
1.25,2,1,11,0
1.04166666667,3,2,13,0
1.0,1,2,7,0
0.9375,1,1,2,0
1.15625,4,0,15,0
1,1,0,4,0
1.08928571429,4,4,19,0
1.08333333333,2,1,5,0
1.125,2,2,15,0
1.0,2,3,12,0
1.15,3,3,11,0
1,1,0,4,0
1.125,4,2,11,0
0.666666666667,2,3,7,0
1.16666666667,3,0,15,0
1.16666666667,4,2,12,0
1.0,3,1,10,0
0.907333333333,3,3,7,0
1.0,3,2,5,0
0.8125,1,1,8,0
0.71875,1,3,5,0
1.40625,4,3,16,0
0.920571428571,3,5,5,0
1.171875,5,1,14,0
0.833333333333,1,1,12,0
0.583333333333,2,2,11,0
0.9375,2,3,18,0
0.875,1,0,13,0
0.9,3,2,18,0
1.16666666667,2,1,4,0
0.875,0,1,7,0
1.25,6,3,6,0
1.125,2,1,2,0
0.833333333333,3,3,11,0
0.9375,2,1,4,0
1.3,4,0,8,0
0.8388,2,2,15,0
1.0125,7,4,10,0
1.375,2,0,4,0
0.458333333333,2,1,9,0
0.6875,1,1,14,0
0.847222222222,3,4,16,0
0.3125,0,3,11,0
1.20833333333,2,1,7,0
0.53125,0,4,2,0
0.84375,3,3,11,0
0.82975,3,3,14,0
1.09375,3,2,8,0
0.875,2,5,8,0
1.1875,9,1,16,0
0.875,3,3,6,0
0.958333333333,4,7,20,0
0.84375,2,2,7,0
1.0625,3,0,17,0
1.125,1,1,8,0
0.375,0,1,5,0
0.875,3,2,12,0
1,0,0,10,0
1.1875,1,2,12,0
1.1875,2,1,10,0
0.9375,2,4,12,0
0.9375,2,2,12,0
0.791666666667,2,2,1,0
0.666666666667,0,4,1,0
0.9375,2,1,7,0
1.16666666667,3,1,5,0
1.1875,2,2,7,0
1.0625,1,2,1,0
1.5,1,0,0,0
1.0,3,1,11,0
0.75,1,1,3,0
1.03125,2,4,7,0
1.0625,2,1,8,0
1.0,3,2,9,0
1.125,1,0,4,0
0.375,1,5,15,0
0.75,2,2,8,0
1.175,5,3,21,0
0.725,1,4,18,0
0.7832,1,5,2,0
0.708333333333,0,4,15,0
1.4,3,1,10,0
0.625,0,1,5,0
1.03125,3,2,5,0
1.1,3,3,11,0
0.96875,4,1,11,0
1.625,3,0,8,0
0.75,2,1,7,0
1,2,0,13,0
1,0,0,3,0
0.75,2,2,7,0
1.0,1,2,4,0
0.675,4,3,8,0
1.05681818182,9,3,15,0
1.15,3,2,7,0
1.34375,4,1,9,0
0.59375,2,3,13,0
1.296875,6,1,12,0
0.5,0,1,8,0
0.71875,2,5,14,0
0.833333333333,1,3,8,0
1.1875,4,0,14,0
1.25,2,0,5,0
0.666666666667,1,2,5,0
0.95,3,3,8,0
1.125,5,1,8,0
0.916666666667,1,2,15,0
1.125,3,2,6,0
1.125,4,0,4,0
0.6875,2,5,11,0
1.04166666667,3,3,6,0
1.05,4,2,6,0
0.958333333333,2,2,9,0
1.3125,4,0,19,0
1.1875,1,2,7,0
1.375,1,1,5,0
1,1,0,8,0
1.125,1,0,6,0
0.916666666667,2,1,4,0
1.5,3,0,7,0
1.0625,1,1,1,0
0.9,3,4,15,0
1.125,1,0,8,0
0.95,4,3,4,0
0.375,1,2,16,0
0.875,1,4,6,0
0.8125,1,1,11,0
1.075,5,1,14,0
1.10416666667,4,2,8,0
1.08333333333,4,1,13,0
1.375,1,0,5,0
1.10714285714,4,4,21,0
0.958333333333,3,2,6,0
1.09375,2,2,5,0
0.9375,1,1,8,0
0.875,2,0,6,0
0.979166666667,3,2,13,0
1.025,4,2,3,0
1.125,4,0,12,0
0.9375,4,3,13,0
1.4375,2,1,4,0
1,0,0,7,0
1.1875,5,3,15,0
1.0,1,1,3,0
0.6875,0,3,4,0
0.95,3,2,11,0
1.09375,5,3,6,0
1.375,5,0,15,0
0.875,3,4,14,0
0.9375,2,4,9,0
0.925,5,3,24,0
1.10416666667,5,3,15,0
1.125,2,0,6,0
0.75,1,2,13,0
0.875,1,2,3,0
1.07142857143,3,3,21,0
0.5625,0,2,11,0
1.05,3,3,12,0
1.5,1,0,9,0
0.875,2,2,11,0
1,0,1,9,0
1.20833333333,2,1,9,0
1.05,3,2,4,0
1.25,5,1,10,0
1.20833333333,6,0,9,0
0.833333333333,1,2,5,0
0.75,2,1,4,0
1.1875,2,0,6,0
0.375,0,2,12,0
0.708333333333,1,2,9,0
0.979166666667,4,3,15,0
0.576,1,3,20,0
0.53125,1,4,12,0
0.666666666667,3,3,6,0
1,0,0,9,0
1.0,1,3,18,0
1.0625,2,1,12,0
1.19642857143,5,2,13,0
1.20833333333,3,0,10,0
1.375,2,0,8,0
0.9375,2,3,14,0
1.125,3,1,6,0
1.16666666667,3,2,19,0
1.25,1,0,3,0
1.125,3,1,3,0
0.75,3,1,22,0
1.125,4,1,10,0
1.34375,10,0,9,0
1.15,3,3,6,0
1.04166666667,1,3,17,0
1.28125,4,1,10,0
1.375,1,0,3,0
0.25,0,1,1,0
0.75,2,2,6,0
1.0,2,1,7,0
1.05,4,1,3,0
1.125,1,0,7,0
0.875,1,2,9,0
0.916666666667,3,2,9,0
0.875,0,2,9,0
0.95,4,1,18,0
1,0,0,7,0
0.71875,1,4,8,0
0.75,0,3,7,0
1.0,3,2,9,0
0.6875,2,2,11,0
0.875,2,1,4,0
0.75,1,1,6,0
1.1875,2,1,17,0
0.375,0,1,0,0
0.675,3,3,11,0
1.3125,2,0,2,0
1.0,1,3,6,0
1.0,3,1,9,0
1.25,2,0,5,0
0.75,0,2,10,0
1,0,0,12,0
1.125,1,0,11,0
1,0,1,6,0
1.125,2,2,5,0
1.16666666667,2,1,10,0
1.04166666667,2,1,19,0
1.025,4,2,6,0
1.125,4,3,14,0
0.6875,0,2,2,0
1.075,5,2,12,0
1.25,0,1,8,0
1.21875,4,2,11,0
1.30357142857,6,3,15,0
1,1,0,5,0
0.791666666667,0,3,7,0
1.25,3,0,10,0
0.1875,0,2,5,0
0.666666666667,1,4,9,0
0.75,4,5,8,0
1.3125,3,0,9,0
0.791666666667,1,2,6,0
1.25,3,1,18,0
0.666666666667,1,2,3,0
1.25,1,1,11,0
0.375,0,3,11,0
1.0,4,1,20,0
0.75,0,1,5,0
1.5625,2,0,4,0
1.0515,2,1,12,0
1.3125,2,1,11,0
0.979166666667,5,4,14,0
0.895833333333,3,5,9,0
1.125,2,1,9,0
1.25,3,1,20,0
1.04166666667,3,2,9,0
1.20833333333,4,2,15,0
0.916666666667,1,2,20,0
1.125,0,2,4,0
0.875,3,3,4,0
0.8405,3,1,14,0
0.875,2,5,8,0
1.5,1,0,9,0
1,0,0,9,0
0.875,0,1,12,0
0.541666666667,1,2,3,0
1.25,2,0,12,0
0.875,0,1,4,0
1.0,1,1,18,0
0.6875,1,1,10,0
0.975,1,3,21,0
1.0,2,3,2,0
0.875,2,4,5,0
0.65,1,4,6,0
0.375,2,3,8,0
1,0,0,8,0
1.125,5,4,19,0
1.66666666667,5,0,13,0
1.0625,1,1,6,0
1.08333333333,4,3,10,0
0.375,0,2,8,0
1.175,7,3,14,0
0.4375,1,2,9,0
0.375,2,1,27,0
1.16666666667,2,1,10,0
0.708333333333,1,2,12,0
0.791666666667,2,3,4,0
1,0,0,4,0
1.3,6,0,17,0
